period_days,radius_rearth,depth_true,depth_fit,t14_true,t14_seed
2.0,12,0.01727629028854484,0.0015993203282460436,0.0808391799349757,0.05
2.0,12,0.0032329932824982743,0.0012053920061512215,0.18077675668346735,0.1
2.0,12,0.006879149005359564,0.0015763025734576697,0.11648406066643459,0.1
2.0,12,0.01672155777903817,0.010268465274463373,0.09337195252019527,0.05
2.0,12,0.0012868535201448128,0.0014986975416307804,0.30052472578070716,0.2
2.0,12,0.007471072398541389,0.004148930702579638,0.11703848609384382,0.1
2.0,12,0.015550533455289237,0.00554644344805278,0.08118517784479751,0.05
2.0,12,0.012982976191969208,0.008546354567493747,0.10214790823763632,0.05
2.0,12,0.00588571199529875,0.003561905403598002,0.13642556869377134,0.1
2.0,12,0.01951995518050048,0.0026842503824594964,0.07532904293111929,0.05
4.0,1,1.2859919591268138e-05,0.0007477473035434437,0.25355491528610846,0.05
4.0,2,0.0012511772667545792,0.00021356166325055628,0.0803405698592258,0.05
4.0,2,0.0012511772667545792,0.00016393220790175887,0.07690268943778261,0.05
4.0,2,5.143967836507255e-05,0.0007477882844984314,0.25498259848802163,0.05
4.0,4,0.0017278370505876925,0.00036261501099334826,0.11147528240044549,0.1
4.0,4,0.0002057587134602902,0.0007487723663054668,0.30381144617313294,0.05
4.0,4,0.0011119041285244445,0.0002682445802726057,0.10717342234323393,0.1
4.0,4,0.0017278370505876925,0.0003626300343387263,0.10677380118189182,0.1
4.0,4,0.0002057587134602902,0.000749856791470079,0.2578306015127618,0.05
4.0,4,0.0014425529102188007,0.00017432748812592203,0.0976769261817738,0.05
4.0,8,0.006653075972441221,0.0017250240822526176,0.11603370393453193,0.05
4.0,8,0.00535791517329871,0.0009750578205373877,0.12962667101451789,0.1
4.0,8,0.008675535635777994,0.002149359003476329,0.1066593372790754,0.1
4.0,8,0.0008230348538411608,0.00044549995321478957,0.3086100592647577,0.05
4.0,8,0.020018836268073267,0.0014596339175901255,0.08858741820723459,0.05
4.0,12,0.008257277118115011,0.002998055807336663,0.1593461073238737,0.1
4.0,12,0.04504238160316485,0.001012551964991859,0.08179071736178749,0.05
4.0,12,0.019250532855233985,0.004446402901162964,0.11517423417333215,0.1
4.0,12,0.0020475570933015668,0.0008150295438241664,0.23240085349024261,0.1
4.0,12,0.001851828421142612,0.0008568408033207189,0.3134069218835901,0.05
4.0,12,0.04504238160316485,0.0018730095812005377,0.09408736440950485,0.05
4.0,12,0.01951995518050048,0.0029404146443871514,0.11121471025145324,0.1
4.0,12,0.0012868535201448128,0.0015189958842021214,0.3548845800620083,0.2
4.0,12,0.015550533455289237,0.006754878194654111,0.12039849993678405,0.1
8.0,1,1.2859919591268138e-05,0.0007478089687188764,0.3932169887790765,0.05
8.0,2,5.143967836507255e-05,0.0007476475463365145,0.3946333914765738,0.05
8.0,1,1.2859919591268138e-05,0.0007477485756564767,0.3755029744846722,0.05
8.0,4,0.0002057587134602902,0.0007493582337099704,0.39746656661079083,0.05
8.0,8,0.0008230348538411608,0.0007476475506192803,0.32838898234404185,0.05
8.0,8,0.0009100253748006964,0.0001545179035009558,0.3338207336266192,0.1
16.0,1,1.2859919591268138e-05,0.0007476475352375418,0.4717649340912177,0.05
8.0,12,0.001851828421142612,0.0007511860309409523,0.3353445770614545,0.05
16.0,1,1.2859919591268138e-05,0.0007477351389384107,0.3966220385516147,0.05
16.0,2,5.143967836507255e-05,0.0007480701942558003,0.4736211078148777,0.05
16.0,4,0.0002057587134602902,0.0007492967645998727,0.4773317220576048,0.05
16.0,8,0.0008230348538411608,0.0007476475611982169,0.506633767095838,0.05
16.0,8,0.0008230348538411608,0.0007476475412100468,0.4847462283965188,0.05
